title,rating,travelDate,publishedDate,text
Amazing hospitality and food,5,2023-12,25-12-2023,"Opted for the buffet lunch, food was amazing and hospitality was good as well. Special thanks to Firoz and Dilip for their good and prompt service. The non-veg dishes are good as well as the starters. Overall a happy experience."
Lemon tree hi-tech city ,5,2023-12,24-12-2023,"Citrus cafe restaurant experience was awesome.Good food lunch and breakfast good staff and nice experience staying here with family.
Very nice place to stay the check in time can be made little flexible."
Hitech City ,5,2023-12,23-12-2023,"The stay in the hotel was extremely good . All the staffs were supportive lobby manager , front desk staff and staff in the restaurant also . Mr Sajjad was one among them from the restaurant . Good experience."
Great time at Citrus Cafe,5,2023-12,23-12-2023,"We had dinner in Citrus Cafe in Lemontree Hotel. Firoz Sayyed, Dasrath, Santu and Dilip served us very well. We had a great time here. Ambience of Cafe is very good. Food is tasty and there are lots of varieities."
Excellent,5,2023-12,22-12-2023,"Excellent hotel, spacious rooms... top notch break fast, excellent service, Mr Hemanth dining area manager and his team saritha, Sai, dilip, rupesh and chef saswat And chef Mahesh weres o poliete and provided fantastic services."
Pleasant stay,5,2023-12,22-12-2023,"The stay was very pleasant. The ambience and the breakfast is very good. Staff is very cooperative and helpful especially Saritha, Sai and Hemanth.

The room was quiet. I had requested for a non-smoking room and it was clean"
"Simran and waqar,and Dashrat sir . We interacted to above person are really  nicely serve me and my people . I am really",5,2023-12,22-12-2023,"Simran and waqar,and Dashrat sir .
We interacted to above person are really  nicely serve me and my people .
I am really impressed with staff and special simran ,Dashrat ,and waqar for there dedicated service toreds customers .
I give them and all other staff 10 out of 10 ..
I really love your breakfast service .
Thank you for giving me sonice service ..
Speacal Thanks to simran .
She is very nice and very must homely."
Stay with family during Dec 2023. Great experience,5,2023-12,22-12-2023,"The hotel staff are really good. They made us feel very special. My wife's birthday happens to coincide with our stay. They really made it memorable for us. 
Sous Chef Hashmi used to check with us regularly on food quality and customized many recipes to match our tastes. 
Restaurant staff are very polite and took very special care of us, specifically our children. 
Firoz Syed, Dilip, Rupesh, Simran and Sarita., Soni . made us feel like at home. "
Official tríp,5,2023-12,22-12-2023,"Excellent hotel & service. Thanks to Mr.Jam rupali chanran p charan chef indra .
Thanks to houseking for make our room comfortable and keep my room clean.
We surely recomend to others about the hotel 
Thanks to all "
Good stay,4,2023-12,21-12-2023,"Overall good service by Feroz Iyer and Team, no issues in stay. It really helped in geeting my pirpose full hassle free which also provided a releif to me and my team on the contrary the hotel rooms were well organised "
Gr8 stay at Hitech City ,5,2023-12,21-12-2023,Had wonderful time stay in lemon tree Hitech City along with the crew Sajjad and dhileep….spl courtesy for extending customised menu by chef saswatha & Hashmi…..🙏Dasarath for managing the crew perfectly. Buffet spread was awesome 
Great Chinese food,5,2023-12,21-12-2023,"Excellent food at Chinese and Kabab place. Excellent service by the staff.
The service provided by Chandrasekhar, Venkatesh, and Sagar.. 
the appetiser was excellent 
Great food and would highly recommend "
Amazing staying in India,5,2023-12,21-12-2023,"Very kind personal, everybody took care of me. Chandra is very kind and helpful waiter, helps you with everything. Restaurants like Slounge, House of Kebab offer delicious meals. The room is everyday clean and very plesently smells (like lemon). If you come to Hyderabad, Lemon Tree hotel should be your first choice. Thank you for pleasent staying."
Excellent services,5,2023-12,20-12-2023,All services are good. Very professional staff with good smile. Team is always ready to help if we need any help. Room cleaning was upto the mark and spacious. Rooms are well maintained. Special mention to Gopi from house keeping for his helping nature. Venkatram and nakul for keeping room clean and neat always. Thank you guys.
They wont disappoint you!,4,2023-12,19-12-2023,"I have been to few properties of lemon tree and one thing about them is that they won’t disappoint you. I Really wanna appreciate the hospitality here, Specially Sony, Rupesh ,Feroz, Sai Biksha & Hemant. Thanks once again to help celebrate my mother’s birthday and making it a memorable one for her!"
Tasty pan asian food,5,2023-12,19-12-2023,"The food was great. If you are looking for something pan-Asia, this is the place. Chandra was very helpful and service minded, asked the right question at the right time. The portions was big, as solo eater it was not possible to finish. A wish from a solo traveller is to be able to order half portions, less cost and less waste. "
Food experience ,5,2023-12,19-12-2023,"Restaurant theme and food is very nice and staff Md khaja and habeeb are very good with their skills really enjoyed it!!!

Do try it and meet this guys you will have good experience and also old song collection is very nice"
"Calm, cozy",5,2023-12,19-12-2023,"Had great time with friends. Food is very tasty..soup, starters..main course. Every dish was tasty. Thanks to the chef preparing these awesome delicacies. Been here multiple times. Special mention of Chandrasekhar and Aravind, thanks guys for taking good care of us."
Great experience and hospitality ,5,2023-12,18-12-2023,"Hotel is at prime location and delivering prime facilities.
Food and staffs are awesome and friendly. Special thanks to Sai kiran, Santosh, dileep, firoz, Gopi, Simran (and some more whose name I couldn't recall) for their supreme hospitality.

Maintainance team is also good, thanks to tripti and sirisha."
Great people in citrus café restaurant ,5,2023-12,18-12-2023,"We are family visited with all friends in citrus cafe and had a wonderful time in dinner buffet Thanks to specially Firoz Sayeed and Shanthi,Saikiran,Rupesh  very wonderful staff with always smile on face and Alok manager too"
Great food,5,2023-12,17-12-2023,Excellent food and service. Specially Sai Kiran and Firoz makes it more special with their smile and service. We ordered Indian food . Taste was awesome. Highly recommended. On our request they were to customise the spice level as per our requirement.
Excellent service,5,2023-12,17-12-2023,"Excellent friendly staff,  Good ambience, Yummy food, overall good experience. 

Asit and Nakul house keeping staff. So dedicated house keeping team.

I strongly suggest to prefer lemon tree premier  "
Excellent Service ,5,2023-12,17-12-2023,"Food here is excellent and extraordinary customer service by Rupesh and Sai Kiran, Hemanth, Santosh, Simran, Sajath, Feroz and Saritha.

The ambience is superb with some great music played. My daughter enjoyed reading the stories on the table mat.

Great job guys, your service is Excellent"
Very professional staff. Great service ,5,2023-12,16-12-2023,"Amazing food, fast and professional service. Very friendly staff. Hemant & Sai Kiran their team took very good care of us and we had a great time celebrating my mother's birthday. Great hotel and staff.
Regards,
Tarun "
Great experience LTP,5,2023-12,16-12-2023,Excellent hospitality by Ms. Simran and Feroz Syed at the restaurant. Very willing and helpful to everyone which I have been noticing. Also a special appreciation for Lemon tree to have differently abled on their staff. Keep it up.
Spicy food and good staff,4,2023-12,16-12-2023,"Very satisfied with the staff and the food. Spicy food but really tasty. 
Less are things like the wifi, that is not to my satisfaction. 
The room is excellent, the cleaning high level, but the environment (put your towels on the floor to be washed) is not the highest priority. 
A really good option in Hyderabad. "
Excellent Stay for Family ,5,2023-12,16-12-2023,"I have stay today along with my family . Firoz and Santosh,Sai kiran etc. They helped a lot for us. They were friendly with us, Excellent Staff. We absolutely enjoyed the stay. Housekeeping persons were very helpful for us."
Excellent stay with family...,4,2023-12,15-12-2023,"Everything was very fine, but one thing I'll like to mention is that the restaurant buffet should be a more universalised. Coz the food tastes much like South indian and most of the guests are from diff parts of India and from foreign as well.
However, the quotes on the walls are really notable, interesting & an innovative idea...

Special thanks to:- Feroz Syed, Sareeta, Simran & Rupesh."
👍🏻,5,2023-12,15-12-2023,"It was really nice staying at the hotel and the staffs are really very professional at the same time very polite.
I would like thank Gopi(Manager) and Mallaiah(House keeping) who literally gives the wow kind of service.

One more thing I would like to highlight as well regarding the Buffett. The food is good but it could be better ."
Fabulous food,5,2023-12,14-12-2023,"The food was really fabulous…. We had been for a lunch the food and hospitality was really good 
@saikiran, @dileep, @ Dashrath @hemanth
Thank you for wonderful service ☺️ the ambience even very good…
 It’s a very good place to have family outings nd corperate plannings."
Good house keeping ,5,2023-12,13-12-2023,Stay was comfortable.. staff are coordinative and professional.Rooms are maintained well and hygiene. Good location. Room cleaning was upto the mark. All services are well and good. Special thanks to Gopi and mallayya from house keeping for taking care of cleaning part. I really appreciate staff and services 
Food and Service,5,2023-12,12-12-2023,"Hotel is very good and the food is also veri delicious, I suggest people come here and have the taste of it. Service is also very good. Thanks to Sai Kiran, Hemant, Habib, Sarika, Sajad, Feroz and Dashrath. You will love the ambience too. I will give 5/5 rating to this hotel in all aspect. "
Great experience ,5,2023-12,12-12-2023,"The breakfast spread was excellent. Sajjad and Feroz from the Citrus cafe are very friendly and helpful, thank you for the special filter coffee. Thank you Chef Mahesh and Prashanth for the excellent dosa."
Great time in lemon tree premier 💕 ,5,2023-12,11-12-2023,"Amazing experience at lemon tree premiere and delicious breakfast. Special thanks to Firoz sayed and divya Jyoti for such a great hospitality . 
Perfect location, Direct parking,Good security, one more thing paradise biryani close restaurants is very close to lemon tree. "
Visit to lemon tree,5,2023-12,11-12-2023,"The experience was good and had a great time.

Firoz Syed and Wakr did a fantastic job. 

Rooms were clean and spacious. 

The checkin experience needs improvement, there was not a fully welcoming experience "
republic of noodel,5,2023-12,11-12-2023,"The food was very delicious I had an amazing starter (dim sum) and chicken fried rice. People are very friendly. A must visit and ask for Aravavit and chandara sheka and manager divya joyhi very help full to me 

..
"
Citrus cafe,5,2023-12,10-12-2023,"The breakfast was delicious, and the manger diyajothi treated me well and he asked me about the food. The masala omelette was vey good and the coffe was amazing. And the staff behaved very well. Thank you lemon tree."
Excellent hotel and staff,5,2023-11,09-12-2023,This is an excellent hotel and the staff are excellent. The room service was great and all the staff are great. I personally recommend this hotel to all travelers. The food at the Citrus Cafe is excellent and the service is awesome.
Food and service ,4,2023-12,08-12-2023,"The food in restaurant was very good and the chicken is very tender and prepared very well. 
Service is very good, and taken care personally and well. I thank Saikiran, Dashrath, Hemanth  and Simran  for take care of my service very well."
Food and Service ,5,2023-12,08-12-2023,"The food and service here is absolutely top notch and everyone is very kind . Special thanks to :

Sai Kiran
Dashrath
Hemanth
Simran
Rupesh
Lulu
Saritha
Dilip

Great ambience ! Room service is spot-on"
Great experience at Lemon Tree Hyderabad,5,2023-12,08-12-2023,Great experience and commendable hospitality from Sagar (F&B Banquet Supervisor) & Anji (Steward)  Great support.. Happy we had him as a Lemon Tree staff member for us for this 2 days workshop. Food was also great. Thanks to Chef Saswath and Manager Alok for all support and services. On time service made our event successful.. Thank You..
Feed back about bqt staff,5,2023-12,08-12-2023,"My experience was very good. We did a 2 day training at Lemon Tree Premier and I was blown away by the service provided by the banquet team especially our banquet POC Sagar, Alok , Anji, Wakar, chef saswath  and Indrajit. "
Food and Service ,5,2023-12,07-12-2023,"The food I had there was amazing, exceeded my expectations in every aspect.

Sai Kiran, Santhu, Hemanth and Dasarath have been excellent at service. They really took care of me.

The ambience too is perfect."
Satisfactory ,3,2023-12,07-12-2023,"It's a good hotel but not well managed, there was serious issues with the wifi which needed to be restored after call to the reception very often. Good buffet menu but not like some other Lemon Tree branches where chef used to take feedback for improvement "
Food and services ,5,2023-12,07-12-2023,"The food was amazing and service also great - Sai Kiran,Darshad,Hemanth,Rupesh,Simran,Saritha

The ambience also nice and also rooms also very amazing 

Breakfast and dinner very amazing 

Nice hospitality 

  "
Food and service ,5,2023-12,07-12-2023,"It was nice experience and delicious food. Also the staff treated us very respectively. Specially @saikiran @rupesh @Dassradh @Heamath @Sajad @simron and @saritha 

Also very amazing ambiguous inside the restaurant.

"
Top hospitality services.,5,2023-11,06-12-2023,"Food and stay is fantastic. Staffs are very polite and sincere.Peas paratha and desserts are awesome.
Cleaning is taken care at most priority. I want to recommend staff names like Hemanth, Sajjad,Sai Kiran,Simran, Alok and Sarita's service is excellent."
Great experience,5,2023-12,06-12-2023,"Excellent comfortable stay. Rooms were clean and hygienic. Linen was spick and span. Breakfast options were great, very big spread with lot of options. Dining area Manager Hemanth was very courteous and polite. "
Good hospitality ,5,2023-12,06-12-2023,"Comfortable stay, prime location, rooms are good, clean, food is good. Gopi from house keeping is very friendly and approachable for any needs. Checkin process was smooth. Especially lemon tree supports people with disabilities being socially responsible."
Superb ,5,2023-12,05-12-2023,Excellent service by the staff. Very spacious rooms. Good service by the restaurant service team. Very friendly staff every ready to assist. Special call out to Simran for her dedicated work. She is omnipresent in the restaurant. 
Food and service ,5,2023-12,05-12-2023,"Food is very nice. Especially briyani, sweets and fruits. All good and good ambience. Service from saikiran and sajath, simran, rupesh, Saritha and manager hemanth ranjan is very good. Room ambience and service really good"
Experience at Lemon Tree Hitec,5,2023-12,05-12-2023,"I have stayed there for 2 night and 3 days staff was polite and humble Ms Tulsi from Front Office helped allot and about Food Citrus Cafè Restaurant the food was amazing I really enjoyed my every bite there and service I would to take a special name Mr Sai Kiran, Mr Sazzad, Mr Rupesh, Mr Hemant and Ms Simran they took care of the guest very well apart from this they were quick and responsive on everything like a family,
Special Thanks to Mr Ranjan there manager he was warm and welcoming I really enjoyed myself there and hope to visit again."
Good Housekeeping,5,2023-11,05-12-2023,The cleanliness is really good and always maintain their decorum. Thanks to @Gopi from housekeeping and @Virendra for looking out for such good services. Also Security team always do their checks properly
Good hospitality ,5,2023-12,04-12-2023,"Good experience with overall food and services.
Thankyou Management and employees of Lemon Tree 
Hemanth, Sai Kiran, Saritha , Mahesh , wakar, Vamshi and Sony. 
Hotel service is also very nice...bye bye!!"
Food,4,2023-12,03-12-2023,"Portion size was good, food had authentic taste. Service was really good and we thoroughly enjoyed the our time. Staff was courteous and friendly. Our server, Chandrasekhar’s service was good. I will recommend this place for a nice asian dinner or lunch"
